date,email,count_sessions,sum_beacon_value,nunique_beacon_type,count_user_stay,count_pay_attempt,count_buy_click,nunique_gender,nunique_dob,nunique_language,nunique_report_type,nunique_device,profile_submit_count,transactions_amount,conversion_status
2021-07-03,2987689,1,12,3,4,1,1,1,1,1,1,1,3,1748.0,1
2021-05-04,2588133,1,355,4,26,1,3,1,1,1,1,1,4,999.0,1
2021-06-17,2037048,6,29,15,10,3,6,1,1,1,1,1,12,3166.0,1
2021-07-22,537246,2,2,2,0,2,0,1,1,1,1,1,21,7039.0,1
2021-07-20,3162542,1,279,4,23,1,2,1,1,1,1,1,4,2499.0,1
2021-06-29,2888965,1,5,3,2,1,1,1,1,1,1,1,4,999.0,1
2021-05-16,461205,1,1,1,0,1,0,1,1,1,1,1,4,999.0,1
2021-07-19,3140192,3,8,3,3,2,0,2,2,2,2,2,13,798.0,1
2021-05-21,2663901,1,1,1,0,1,0,1,1,1,1,1,1,2999.0,1
2021-07-20,3159215,1,6,3,3,1,1,1,1,1,1,1,2,999.0,1
2021-07-05,727050,1,5,2,2,2,0,1,1,1,1,1,8,5994.0,1
2021-06-06,2757236,2,16,4,6,1,2,1,2,1,1,1,4,999.0,1
2021-05-14,2634329,1,1,1,0,1,0,1,1,1,1,1,7,520.0,1
2021-06-24,2907590,2,17,3,7,0,1,1,1,1,1,1,4,949.0,1
2021-06-18,2664162,1,17,3,5,1,1,1,1,1,1,1,8,3246.0,1
2021-05-23,2627450,1,124,4,15,1,3,1,1,1,1,1,4,999.0,1
2021-05-23,2671023,6,40,12,13,3,6,1,1,1,1,1,12,3596.0,1
2021-07-26,3207763,5,198,9,36,2,2,1,3,2,1,1,7,999.0,1
2021-06-08,2773590,2,13,4,4,1,2,1,1,1,1,1,10,4845.0,1
2021-07-10,413397,2,16,7,5,1,4,1,1,1,1,2,4,999.0,1
2021-07-28,3226540,3,456,7,37,2,3,2,3,1,2,1,4,999.0,1
2021-06-27,2928559,1,12,3,4,1,1,1,1,1,1,1,2,999.0,1
2021-06-24,1543297,2,12,3,4,1,1,1,1,1,2,1,10,1499.0,1
2021-07-05,2997094,1,12,3,4,1,1,1,1,1,1,1,10,2847.0,1
2021-07-21,2727936,1,4,2,2,1,0,1,1,1,1,1,6,999.0,1
2021-06-15,2834508,1,13,4,4,1,2,1,1,1,1,1,3,999.0,1
2021-07-21,2206921,1,12,3,4,1,1,1,1,1,1,1,3,999.0,1
2021-07-18,3114975,1,1,1,0,1,0,1,1,1,1,1,4,2998.0,1
2021-05-25,33681,1,496,1,31,0,0,1,1,1,1,1,6,1998.0,1
2021-07-31,3256074,2,17,6,6,1,1,1,1,1,1,1,3,899.0,1
2021-07-02,965,1,10,1,4,0,0,1,1,1,1,1,104,1226.0,1
2021-06-13,2818392,1,13,4,4,1,1,1,1,1,1,1,10,1698.0,1
2021-07-25,3144523,1,1,1,0,1,0,1,1,1,1,1,9,1945.0,1
2021-06-16,2843867,1,1,1,0,1,0,1,1,1,1,1,4,2498.0,1
2021-05-24,1624557,2,51,5,11,1,2,1,2,1,1,1,5,999.0,1
2021-05-01,2572916,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-05-03,2576657,1,10,1,4,0,0,1,1,1,1,1,6,1998.0,1
2021-06-30,2949123,1,11,2,4,0,0,1,1,1,1,1,7,1998.0,1
2021-07-10,2542665,1,1,1,0,1,0,1,1,1,1,1,13,1697.0,1
2021-07-20,739366,1,1,1,0,1,0,1,1,1,1,1,3,949.0,1
2021-06-04,2742882,1,8,3,3,1,1,1,1,1,1,1,3,999.0,1
2021-06-27,2745518,1,12,3,4,1,1,1,1,1,1,1,4,999.0,1
2021-07-28,3231576,1,1,1,0,1,0,1,1,1,1,1,3,2698.0,1
2021-06-15,2719178,6,20,8,10,1,2,2,2,1,2,1,23,2499.0,1
2021-07-12,126564,2,11,2,4,1,0,1,1,1,2,1,4,499.0,1
2021-07-15,2424525,4,22,4,10,0,0,2,2,1,1,1,14,520.0,1
2021-06-02,2729845,1,10,1,4,0,0,1,1,1,1,1,10,999.0,1
2021-06-23,2782301,3,26,3,11,0,0,1,1,2,1,1,8,1998.0,1
2021-06-16,1151566,1,1,1,0,1,0,1,1,1,1,1,3,520.0,1
2021-07-03,2707233,1,12,3,4,1,1,1,1,1,1,1,3,899.0,1
2021-05-20,1430751,1,1,1,0,1,0,1,1,1,1,1,4,4498.0,1
2021-05-03,2583767,1,12,3,4,1,1,1,1,1,1,1,4,899.0,1
2021-06-20,2868148,1,1,1,1,0,0,1,1,1,1,1,49,999.0,1
2021-06-24,2804175,1,1,1,0,1,0,1,1,1,1,1,4,1898.0,1
2021-05-24,2216908,4,42,6,16,1,0,2,4,1,1,1,8,2099.0,1
2021-07-15,2400598,4,39,7,15,1,2,1,1,1,1,1,18,2847.0,1
2021-06-21,2876820,1,328,4,25,1,2,1,1,1,1,1,2,999.0,1
2021-05-19,2548644,2,2,2,0,2,0,1,1,1,1,1,5,1398.0,1
2021-07-14,3084063,4,33,6,13,1,1,1,1,1,1,1,17,3596.0,1
2021-07-05,3010686,1,865,5,41,1,3,1,1,1,1,1,3,1499.0,1
2021-06-09,1075809,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-07-22,2988903,2,14,5,4,2,2,1,1,1,2,1,4,1499.0,1
2021-05-30,2709371,1,14,4,4,1,3,1,1,1,1,1,5,1848.0,1
2021-06-09,2696893,1,11,2,4,0,1,1,1,1,1,1,4,949.0,1
2021-07-29,2679141,2,2,2,0,2,0,1,1,1,1,1,10,2080.0,1
2021-07-18,3137592,1,12,3,4,1,1,1,1,1,1,1,6,3596.0,1
2021-05-16,2643264,1,108,4,14,1,2,1,1,1,1,1,4,1998.0,1
2021-05-19,2654454,1,12,3,4,1,1,1,1,1,1,1,2,899.0,1
2021-06-06,2757206,1,3,3,1,1,1,1,1,1,1,1,2,999.0,1
2021-06-25,1094606,8,53,10,22,1,1,2,5,1,1,1,48,1898.0,1
2021-07-20,3157901,1,12,3,4,1,1,1,1,1,1,1,2,999.0,1
2021-07-07,2205200,1,1,1,0,1,0,1,1,1,1,1,4,399.0,1
2021-05-10,2617115,1,12,3,4,1,1,1,1,1,1,1,6,899.0,1
2021-07-27,2580932,1,1,1,0,1,0,1,1,1,1,1,5,949.0,1
2021-07-05,3005684,1,14,5,4,1,2,1,1,1,1,1,2,999.0,1
2021-05-24,2677146,1,12,3,4,1,1,1,1,1,1,1,2,899.0,1
2021-07-20,316127,1,13,3,4,1,2,1,1,1,1,1,7,999.0,1
